title:Psychopy_Andrew_1_2023-02-10T124730.907935, start timestamp:1676062050.820130, stop timestamp:1676062111.842672, headset type:EPOCX, headset serial:E2020A42, headset firmware:720, channels:125, sampling rate:eeg_128;pow_8, samples:7816      , version:2.1, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1676062050.820130,1676062050.820555,62.000000,0.000000,4291.410156,4291.282227,4309.358887,4323.333496,4320.128418,4282.179688,4302.051270,4304.615234,4280.128418,4275.384766,4475.256348,4488.077148,4375.128418,4412.051270,0.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,1.860243,13.416059,0.240735,0.392391,0.129427,1.019344,6.469415,0.238866,0.385345,0.264022,2.633662,14.502180,0.533193,0.454780,0.224619,1.849841,7.439510,0.345442,0.439320,0.215233,1.338148,2.767694,0.483660,0.216148,0.108307,1.970787,16.530191,0.859360,0.299006,0.108795,2.471484,38.449753,2.725712,0.473963,0.121322,1.893056,29.195383,3.503995,0.755935,0.180302,1.200815,11.684355,2.514530,0.348371,0.101468,2.346282,6.693478,3.105044,0.393320,0.142648,2.663683,10.281939,3.979836,0.361483,0.368293,4.537054,16.336906,3.071157,0.650406,0.245015,2.109879,12.487825,2.401740,0.329964,0.393409,3.118492,12.005150,1.219940,0.290441,0.194899
1676062050.827938,1676062050.828463,63.000000,0.000000,4301.922852,4298.077148,4313.333496,4327.563965,4321.025879,4270.000000,4295.769043,4292.307617,4279.487305,4277.563965,4473.589844,4488.589844,4378.461426,4413.205078,0.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.835747,1676062050.836272,64.000000,0.000000,4325.000000,4311.025879,4322.563965,4341.282227,4327.820313,4271.025879,4285.641113,4276.153809,4280.384766,4289.743652,4485.897461,4497.307617,4394.230957,4429.871582,2413.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.843555,1676062050.844180,65.000000,0.000000,4341.025879,4321.538574,4349.615234,4355.641113,4340.512695,4277.307617,4282.692383,4272.948730,4275.000000,4298.846191,4507.948730,4519.871582,4413.461426,4454.487305,2403.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.851364,1676062050.851988,66.000000,0.000000,4340.512695,4322.820313,4372.692383,4362.051270,4345.641113,4277.436035,4291.410156,4279.102539,4277.820313,4297.307617,4513.846191,4539.358887,4411.538574,4458.333496,2279.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.859172,1676062050.859897,67.000000,0.000000,4339.871582,4321.282227,4369.358887,4361.025879,4341.153809,4280.641113,4295.897461,4287.692383,4292.436035,4300.641113,4509.743652,4543.589844,4403.333496,4448.717773,2176.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.866980,1676062050.867705,68.000000,0.000000,4331.282227,4307.051270,4347.436035,4344.230957,4333.461426,4290.256348,4293.846191,4303.974121,4306.153809,4307.820313,4508.846191,4536.794922,4401.282227,4442.436035,2252.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.874789,1676062050.875414,69.000000,0.000000,4302.051270,4284.615234,4325.000000,4317.179688,4325.000000,4291.282227,4297.307617,4323.461426,4307.692383,4302.820313,4498.333496,4519.615234,4387.436035,4426.025879,2358.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.882597,1676062050.883222,70.000000,0.000000,4276.282227,4275.897461,4306.922852,4306.794922,4315.384766,4282.436035,4303.333496,4331.922852,4301.666504,4286.025879,4477.948730,4495.512695,4367.436035,4403.077148,2181.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676062050.890406,1676062050.890931,71.000000,0.000000,4267.563965,4270.000000,4288.205078,4303.717773,4303.205078,4280.000000,4303.717773,4326.410156,4300.897461,4272.820313,4460.384766,4473.589844,4355.769043,4388.077148,2209.000000,4.000000,79.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
